doc_id,abstract,sentiment
10.1.1.716.1837,"Abstract. This thesis examines the use of machine learning techniques in various tasks of natural language processing, mainly for the task of information extraction from texts. The objectives are the improvement of adaptability of information extraction systems to new thematic do-mains (or even languages), and the improvement of their performance using as fewer resources (either linguistic or human) as possible. This thesis has examined two main axes: a) the research and assessment of existing algorithms of machine learning mainly in the stages of linguistic pre-processing (such as part of speech tagging) and named-entity recog-nition, and b) the creation of a new machine learning algorithm and its assessment on synthetic data, as well as in real world data for the task of relation extraction between named entities. This new algorithm belongs to the category of inductive grammar learning, and can infer context free grammars from only positive examples.",neutral
10.1.1.22.6178,This chapter examines the application of natural language processing to computerassisted language learning including the history of work in this field over the last thirtyfive years but with a focus on current developments and opportunities.  36.1 ,neutral
10.1.1.463.8920,"Traditional approaches tointerpretation in natural language processing typically fall into one of three classes: syntax-driven, semantics-driven, or frame/task based. Syntax-driven approaches use a domain-independent grammar to drive the interpretation process and produce a global parse of the input, accounting for each word of the sentence. Semantics-driven approaches use knowledge about the case frames of the verbs to drive the interpretation process. Early semantic parsers often ignored syntax altogether [1, 2] although more recent systems tend to integrate the two components whether primarily syntax or semantics driven (e.g., [3]). Frame or task based parsers use infor-marion in the underlying domain to guide the parse. Script based parsers are one example of this class [4]. A more recent example was presented at last year's DARPA",neutral
10.1.1.138.344,"Natural Language Processing (NLP) is a very large and diverse subtopic of artificial intelligence. As a result, NLP itself has many subtopics including optical character recognition, text to speech translators, foreign language reading and writing aids, machine translation, and speech recognition. While these branches of NLP have some common problems that must be overcome to achieve the ultimate goal of NLP, each of these subtopics has unique roadblocks as well. While some of the problems that exist within these sub-domains have been solved, exciting research is currently being done in every one of these areas. The aim of this survey is to provide a brief history of NLP, motivate the importance of NLP and to explain the problems that just about all subtopics of NLP share. This paper will then examine one of the sub-topics more closely, highlighting previous research that has produced significant findings, and provide insight into the status of current research being done. 1.",neutral
10.1.1.72.7856,"  Probabilistic finite-state string transducers (FSTs) are extremely popular in natural language processing, due to powerful generic methods for applying, composing, and learning them. Unfortunately, FSTs are not a good fit for much of the current work on probabilistic modeling for machine translation, summarization, paraphrasing, and language modeling. These methods operate directly on trees, rather than strings. We show that tree acceptors and tree transducers subsume most of this work, and we discuss algorithms for realizing the same benefits found in probabilistic string transduction. ",neutral
10.1.1.377.378,"ABSTRACT. In this special issue of TAL, we look at the fundamental principles underlying evaluation in natural language processing. We adopt a global point of view that goes beyond the horizon of a single evaluation campaign or a particular protocol. After a brief review of history and terminology, we will address the topic of a gold standard for natural language processing, of annotation quality, of the amount of data, of the difference between technology evaluation and usage evaluation, of dialog systems, and of standards, before concluding with a short discussion of the articles in this special issue and some prospective remarks. RÉSUMÉ. Dans ce numéro spécial de TAL nous nous intéressons aux principes fondamentaux qui sous-tendent l’évaluation pour le traitement automatique du langage naturel, que nous abordons de manière globale, c’est à dire au delà de l’horizon d’une seule campagne d’évaluation ou d’un protocole particulier. Après un rappel historique et terminologique, nous aborderons le sujet de la référence pour le traitement du langage naturel, de la qualité des annotations, de la quantité des données, des différence entre évaluation de technologie et évaluation d’usage, de l’évaluation des systèmes de dialogue, des standards avant de conclure sur une bref présentation des articles du numéro et quelques remarques prospectives.",neutral
10.1.1.35.9720, ,neutral
10.1.1.117.2542,"Natural language processing systems (NLP) that extract clinical information from textual reports were shown to be effective for limited domains and for particular applications. Because an NLP system typically requires substantial resources to develop, it is beneficial if it is designed to be easily extendible to multiple domains and applications. This paper describes multiple extensions of an NLP system called MedLEE, which was originally developed for the domain of radiological reports of the chest, but has subsequently been extended to mammography, discharge summaries, all of radiology, electrocardiography, echocardiography, and pathology.",neutral
10.1.1.530.3569,"We propose a bifurcated paradigm for the construction of a Prolog knowl-edge base from a body of documents: first, an information extraction (IE) ap-plication that will annotate the corpus and output the annotated documents, and second, a Prolog knowledge base (KB) application that will transform the annotated documents into a KB (a set of facts). The General Architecture for Text Engineering (GATE) was used as the platform for the development and execution of the IE application, which in-cluded most components of A Nearly New Information Extraction (ANNIE) system. Apart from the basic IE capabilities of ANNIE, the application fea-tured additional high-level annotation grammars written in the Java Annota-tion Patterns Engine (JAPE) language and a trainable annotator that used the maximum entropy machine learning model, which were designed to annotate several biographies of well-known mathematicians. The Prolog KB applica-tion, programmed to be executed within the XSB System, was designed to receive the annotated text output by the IE application and produce a knowl-edge base, and it successfully creates a database of Prolog facts that can be intelligently queried through the XSB System. The KB utilizes the frame representation of facts, specifically by treating one document as an object to be represented as a frame, with each annotation type treated as a slot whose multiple values are whichever specific strings were annotated by the IE appli-cation. This transformation of extracted information into Prolog facts forms a link between IE, a recent development in Natural Language Processing, and logic programming with Prolog. 1",neutral
10.1.1.149.8551,"We describe a single convolutional neural network architecture that, given a sentence, outputs a host of language processing predictions: part-of-speech tags, chunks, named entity tags, semantic roles, semantically similar words and the likelihood that the sentence makes sense (grammatically and semantically) using a language model. The entire network is trained jointly on all these tasks using weight-sharing, an instance of multitask learning. All the tasks use labeled data except the language model which is learnt from unlabeled text and represents a novel form of semi-supervised learning for the shared tasks. We show how both multitask learning and semi-supervised learning improve the generalization of the shared tasks, resulting in stateof-the-art performance. 1.",neutral
10.1.1.15.29,"We developed a prototype information retrieval system  which uses advanced natural language processing  techniques to enhance the effectiveness of traditional  key-word based document retrieval. The backbone  of our system is a statistical retrieval engine  which performs automated indexing of documents,  then search and ranking in response to user queries.",neutral
10.1.1.1060.6728,,neutral
10.1.1.61.2427,"In this paper we will discuss several issues and requirements for enabling natural language processing systems to become context-adaptive. Given the fact that emerging systems feature speaker independent continuous speech recognition restricted to individual domains and are equipped with syntactic and semantic parsers for understanding input from these domains, we should begin to envision open multi-domain natural language processing systems. We will address the following issues arising in such open systems: How to divide natural language processing modules in context-variant and context-invariant components and how to enable the ensuing systems to detect contextual changes for processing the context-variant phenomena.  ",neutral
10.1.1.60.27,"In Fall 2004 I introduced a new course  called Applied Natural Language Processing,  in which students acquire an understanding  of which text analysis techniques  are currently feasible for practical applications.",neutral
10.1.1.18.5231, ,neutral
10.1.1.1067.8955," Abstract: Natural language processing is the study of mathematical and computational modelling of various aspects of language and the improvement of a wide range of systems. Natural language is any language that arises as an innate facility for language possessed by the human intellect; it may be spoken, signed or written. Machine learning algorithms are used in conjunction with language models to recognize text in natural language processing systems, which may also employ speech models and hardware/software specialized to process and recognize speech or even signed (gesture-based) language. Natural language processing provides a potential means of gaining access to the information inherent in the large amount of text made available through the internet. This paper presents the basic concepts of Natural Language Processing, levels of linguistic analysis, Parsing techniques, Semantic analysis and applications of natural language in real-world.",neutral
10.1.1.683.7492,"Natural Language Processing (NLP), which is a branch of artificial intelligence, includes speech synthesis, Speech recognition, and Machine translation. Natural Language Processing has a wide range of applications in the Indian context. Most of the rural Indian community is unable to make use of  the information technology revolution due to the dominance of English. Developments in the Natural processing Technology will offer universal access to information and services for more number of people in their mother language. The benefits that are expected to accrue as a result of widespread use of local language computing in India are discussed in this paper. India being a multilingual country with 22 official languages and about 1650 dialects, the research in Natural Language Processing  faces great challenges in India. This paper makes a survey  of the progress made in this field and explains the difficulties and challenges faced by the research community in the field of Natural Language Processing in India, and also suggests some practical solutions.",neutral
10.1.1.24.3292,"An Evaluation of LOLITA and related Natural Language Processing Systems  Paul Callaghan  Submitted to the University of Durham for the degree of Ph.D., August 1997  ---------------------  This research addresses the question, ""how do we evaluate systems like LOLITA?"" LOLITA is the Natural Language Processing (NLP) system under development at the University of Durham. It is intended as a platform for building NL applications. We are therefore interested in questions of evaluation for such general NLP systems. The thesis has two parts.",neutral
10.1.1.106.5095,"Previous work demonstrated that Web counts can be used to approximate bigram counts, suggesting that Web-based frequencies should be useful for a wide variety of Natural Language Processing (NLP) tasks. However, only a limited number of tasks have so far been tested using Web-scale data sets. The present article overcomes this limitation by systematically investigating the performance of Web-based models for several NLP tasks, covering both syntax and semantics, both generation and analysis, and a wider range of n-grams and parts of speech than have been previously explored. For the majority of our tasks, we find that simple, unsupervised models perform better when n-gram counts are obtained from the Web rather than from a large corpus. In some cases, performance can be improved further by using backoff or interpolation techniques that combine Web counts and corpus counts. However, unsupervised Web-based models generally fail to outperform supervised state-ofthe-art models trained on smaller corpora. We argue that Web-based models should therefore be used as a baseline for, rather than an alternative to, standard supervised models.",neutral
10.1.1.37.8337,"This chapter examines the application of natural language processing to computerassisted language learning including the history of work in this field over the last thirtyfive years but with a focus on current developments and opportunities.  16.1 Introduction  This chapter focuses on applications of computational linguistics (CL) techniques to computer-assisted language learning (CALL). This always refers to programs designed to help people learn foreign languages, e.g., programs to help German high-school students learn French. CALL is a large field---much larger than computational linguistics---which no one can describe completely in a brief chapter. The focus of this chapter is therefore much narrower, viz., just on those areas of CALL to which CL has been applied or might be. CL programs process natural languages such as English and Spanish, and the techniques are therefore often referred to as natural language processing (NLP).  To preview this chapter's contents, we note that NL...",neutral
10.1.1.105.7280,"This paper describes a natural language system which improves its own performance through learning. The system processes short English narratives and is able to acquire, from a single narrative, a new schema for a stereotypical set of actions. During the understanding process, the system attempts to construct explanations for characters ' actions in terms of the goals their actions were meant to achieve. When the system observes that a character has achieved an interesting goal in a novel way, it generalizes the set of actions they used to achieve this goal into a new schema. The generalization process is a knowledge-based analysis of the causal structure of the narrative which removes unnecessary details while maintaining the validity of the causal explanation. The resulting generalized set of actions is then stored as a new schema and used by the system to correctly process narratives which were previously beyond its capabilities. I",neutral
10.1.1.14.275,"We classify and review current approaches  to software infrastructure for research, development  and delivery of NLP systems. The task",neutral
10.1.1.713.8219,"Confidence measures are a practical solution for improving the usefulness of Natural Language Processing applications. Confidence estimation is a generic machine learning approach for deriving confidence measures. We give an overview of the application of confidence estimation in various fields of Natural Language Processing, and present experimental results for speech recognition, spoken language understanding, and statistical machine translation.",neutral
10.1.1.51.2380,"! lex-sign sense-id : sense-id dictionary ? = ""LDOCE"" ! lex-sign sense-id : sense-id ldb-entry-no ? = ""12364"" ! lex-sign sense-id : sense-id sense-no ? = ""0"".  When loaded into the LKB, (9) will be expanded into a fully-fledged representation for the transitive use of experience; by integrating word-specific information provided by (9) with the information encoded by the LKB type strict-trans-sign. Thus, although neither LDOCE, LLCE or the earlier subcategorised lexicon contain all the information about psychological verbs defined in Sanfilippo's type system, by using the conjunction of information available from all three, it proved possible to effectively enrich this information at the same time as mapping it into a formal representation.  4.2.5 Towards a Multilingual LKB  A goal of ACQUILEX is to demonstrate that an LKB can be produced that usefully exploits various MRD sources and integrates multilingual information. The use of a common LRL with a common type system, makes it possi...",neutral
10.1.1.650.1022,"We describe the design and use of the Stanford CoreNLP toolkit, an extensible pipeline that provides core natural lan-guage analysis. This toolkit is quite widely used, both in the research NLP community and also among commercial and govern-ment users of open source NLP technol-ogy. We suggest that this follows from a simple, approachable design, straight-forward interfaces, the inclusion of ro-bust and good quality analysis compo-nents, and not requiring use of a large amount of associated baggage. 1",neutral
10.1.1.727.209,"Gaussian Processes (GPs) are a powerful mod-elling framework incorporating kernels and Bayesian inference, and are recognised as state-of-the-art for many machine learning tasks.",neutral
10.1.1.47.6735,":  A fundamental issue in natural language processing is the prerequisite of an enormous quantity of preprogrammed knowledge concerning both the language and the domain under examination. Manual acquisition of this knowledge is tedious and error prone. Development of an automated acquisition process would prove invaluable. This paper references and overviews a range of the systems that have been developed in the domain of machine learning and natural language processing. Each system is categorised into either a symbolic or connectionist paradigm, and has its own characteristics and limitations described. Key words: machine learning, natural language processing, cognitive modelling, knowledge acquisition, knowledge representation.  page 2  1. INTRODUCTION 1.1 Artificial intelligence learning strategies  The study of machine learning in fields such as Artificial Intelligence (AI), Psychology and Neurology has been intense, but has attained limited success. In AI a wide range of strategi...",neutral
10.1.1.15.472,"A general, reusable computational resource has been de- veloped within the Penman text generation project for organizing domain knowledge appropriately for linguistic realization. This resource, called the upper model, provides a domain- and task-independent classification system"" that supports sophisticated natural language processing while significantly simplifying the interface between domain-specific knowledge and general linguis- tic resources. This paper presents the results of our experiences in designing and using the upper model in a variety of applications over the past 5 years. In particular, we present our conclusions concerning the ap- propriate organization of an upper model, its domain- independence, and the types of interrelationships that need to be supported between upper model and gram- mar and semantics.",neutral
10.1.1.51.6204,"Kohonen's Self-Organizing Map (SOM) is one of the most popular artificial neural network algorithms. Word category maps are SOMs that have been organized according to word similarities, measured by the similarity of the short contexts of the words. Conceptually interrelated words tend to fall into the same or neighboring map nodes. Nodes may thus be viewed as word categories. Although no a priori information about classes is given, during the self-organizing process a model of the word classes emerges. The central topic of the thesis is the use of the SOM in natural language processing. The approach based on the word category maps is compared with the methods that are widely used in artificial intelligence research. Modeling gradience, conceptual change, and subjectivity of natural language interpretation are considered. The main application area is information retrieval and textual data mining for which a specific SOM-based method called the WEBSOM has been developed. The WEBSOM metho...",neutral
10.1.1.96.3733,"This paper presents a workbench built by Priberam Informática for the development of the company’s natural language processing technology. This workbench includes a set of linguistic resources and software tools that have been applied in a considerable number of practical purposes, covering proofing tools, text processing and information retrieval. 1",neutral
10.1.1.676.2816,"Abstract—Natural Language Processing (NLP) is an effective approach for bringing improvement in educational setting. Implementing NLP involves initiating the process of learning through the natural acquisition in the educational systems. It is based on effective approaches for providing a solution for various problems and issues in education. Natural Language Processing provides solution in a variety of different fields associated with the social and cultural context of language learning. It is an effective approach for teachers, students, authors and educators for providing assistance for writing, analysis, and assessment procedures. Natural Language Processing is widely integrated with the large number of educational contexts such as research, science, linguistics, e-learning, evaluations system, and contributes resulting positive outcomes in other educational settings such as schools, higher education system, and universities. The paper aims to address the process of natural language learning and its implication in the educational settings. The study also highlights how NLP can be utilized with scientific computer programs to enhance the process of education. The study follows qualitative approach. Data is collected from the secondary resources in order to identify problems faced by the teachers and students for understanding the context due to obstacles of language. Results provide effectiveness of linguistic tools such as grammar, syntax, and textual patterns that are fairly productive in educational context for learning and assessment. Keywords—Natural Language Processing; education; application; e-learning; scientific studies; educational system",neutral
10.1.1.329.7744,"ABSTRACT: After twenty years of disfavor, a technology has returned which imitates the processes of the brain. Natural language experiments (Sejnowski & Rosenberg: 1986) demonstrate that neural network computing architecture can learn from actual spoken language, observe rules of pronunciation, and reproduce sounds from the patterns derived by its own processes. The consequences of neural network computing for natural language processing activities, including second language acquisition and representation, machine translation, and knowledge processing may be more convulsively revolutionary than anything imagined in current technology. This paper introduces neural network concepts to a traditional natural language processing audience.",positive
10.1.1.128.8747,"Text statistics are frequently used in stylometry and cryptography studies. In this paper, some text statistics tools are developed in ISO Prolog for natural language processing. Details are given on the usage of 21 user-callable predicates. Logic and limitations of the program are also discussed. 1",neutral
10.1.1.682.8289,"We summarize our experience using FrameNet in two rather different projects in natural language processing (NLP). We conclude that NLP can benefit from FrameNet in different ways, but we sketch some problems that need to be overcome. 1",neutral
